sample_id,topic_name,topic_text
T036_S0011,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Blink lights using Philips Hue. Visual Warning if your Ring doorbell detects motion, Hue Edition. This recipe alerts you by flashing a Hue bulb if your Ring doorbell detects any motion."
T036_S0012,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do End activity using Harmony. If Ring detects a visitor, is at your door turn off your music via Harmony. If you get a person at your front door, turn off your music so you can hear your door chime and talk to the person."
T036_S0013,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Play sound using D-Link Siren. ring in office room. ring bell in office room if ring is detected"
T036_S0014,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Toggle on / off using WIFIPLUG. If new Motion detected at Front Door, then toggle WIFIPLUG on/off. We have several Ring & WIFIPLUG Applets"
T036_S0015,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Turn on lights using Philips Hue. Turn On Lights if Motion Detedcted by Ring. Turns on the Lights If someone arrives at the Door"
T036_S0016,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Display Notification using LaMetric Time. When front door bell pushed display on LaMetric. Complete the fields below"
T036_S0017,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Blink lights using LIFX. If someone is at my door, blink Lifx blue. If someone is at your front door, blink the Lifx bulb blue to alert you of a guest."
T036_S0018,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Play sound using D-Link Siren. Play doorbell sound when your front doorbell is rung. Is someone at the door? Don't make your guests wait - play a doorbell sound upstairs, in the basement or even in the garage"
T036_S0019,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Quick add event using Google Calendar. Log if somebody rings the door bell. this will put a note on your calendar if somebody rings your door bell."
T036_S0020,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Run a HomeSeer system event using HomeSeer. Motion Detected then Run Homeseer Event. Example use case: Run a Homeseer event that turns on a series of lights and security cameras when after darkIf security system is armed Homeseer will sound the security siren for 15 seconds."
T036_S0021,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Change color using Philips Hue. If Someone Rings Doorbell Change Hue Lights to Ring Blue. If Someone Rings Doorbell Change Hue Lights to Ring Blue (0f94d4)"
T036_S0022,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Switch on using SmartThings. Ring Detects Motion Switch ON Entrance Light. If ring doorbell detects motion, Switch ON entrance lights (Smartthings)Also add a power allowance app on SmartThings which switches off the same lights after 1 minute."
T036_S0023,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Switch on using SmartThings. If presence is detected turn on switch. Turn on a smartthings switch when the ringdoorbell sence presence."
T036_S0024,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Blink lights using Philips Hue. Visual Warning if your Ring doorbell detects motion, Hue Edition. This recipe alerts you by flashing a Hue bulb if your Ring doorbell detects any motion."
T036_S0025,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Turn on lights using Philips Hue. Turn on your Hue light when Ring detects motion at your door. Deter burglars and welcome guests automatically by lighting up your house when the Ring video doorbell detects motion."
T036_S0026,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Turn on lights using Philips Hue. Turn On Lights if Motion Detedcted by Ring. Turns on the Lights If someone arrives at the Door"
T036_S0027,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Change color using Philips Hue. If Someone Rings Doorbell Change Hue Lights to Ring Blue. If Someone Rings Doorbell Change Hue Lights to Ring Blue (0f94d4)"
T036_S0028,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Switch on using SmartThings. Ring Motion Turn Light on. will turn on a security light when motion is detected on your Smartthings Hub."
T036_S0029,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Switch on using SmartThings. Ring Motion Turn Light on. will turn on a security light when motion is detected on your Smartthings Hub."
T036_S0030,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Toggle on / off using WIFIPLUG. If Ding detected, toggle WIFIPLUG. We have several Ring & WIFIPLUG Applets"
T036_S0031,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Play the text to speech (iOS only) using Oticon. Front doorbell to Oticon Hearing aid. When someone rings your front door, it will play a message through your Oticon Open hearing aids."
T036_S0032,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Send a command using openHAB. Let openHAB know that my Ring Video Doorbell has detected motion!. See the following for more information on configuring openHAB: https://gist.github.com/jcollie/f46de277e9339880cd6ec47cad4ec4e2"
T036_S0033,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Blink lights using LIFX. Visual Warning if your Ring doorbell detects motion, LIFX Edition. This recipe alerts you by flashing a LIFX bulb red if your Ring doorbell detects any motion."
T036_S0034,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Blink lights using Philips Hue. Ring Doorbell and Hue. Connecting Ring with Hue!"
T036_S0035,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Switch on using SmartThings. Switch on Smarthings device when doorbell pressed. This recipie links the Ring Doorbell and SmartThings so that if the door bell Is pressed a Smarthings device is activated"
T036_S0036,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Motion Detected from Ring, do Turn on lights using Philips Hue. Turn on lights when there is motion at my door. This is a good security measure in case people show up at your door unannouncedThis will automatically turn on lights to make it seem as though you're home."
T036_S0037,36_philips hue turn_hue turn lights_change hue lights_turn hue light,"When New Ring Detected from Ring, do Blink lights using LIFX. If someone is at my door, blink Lifx blue. If someone is at your front door, blink the Lifx bulb blue to alert you of a guest."
