sample_id,topic_name,topic_text
T034_S0012,34_turn alarm_automatically activate_applet set_set time,"When Every day of the week at from Date & Time, do Turn lights off using LIFX. LIFX PM10:00 fade off on week day. Monday to Thursday LIFX turns off at 10:00pm(Fade off)"
T034_S0013,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights on using LIFX. Every morning LIFX bulb(s) turn on.. Every morning your LIFX bulb(s) will turn on."
T034_S0014,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Change color of lights using LIFX. Simulate sunset every day at 8:30 PM.. Set the time at which you would like the lights in your house to begin fading to red, this helps remove blue light from your environment and helps you get a better night's sleep."
T034_S0015,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Activate a scene using Almond. Put your Almond scenes on a bedtime schedule. Automatically activate a scene every day before you turn in for the nightChoose your bedtime below!"
T034_S0016,34_turn alarm_automatically activate_applet set_set time,"When Every day of the week at from Date & Time, do Turn lights on using LIFX. Weekday alarm with lights fading on. Monday to Friday alarm using warm white light fading on over 30 minutes to ease into your day."
T034_S0017,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Call a function using Particle. BertFlap - Timer lockdown. BertFlap - Timer lockdown"
T034_S0018,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Call a function using Particle. Feed Cats. feed cats at 10am"
T034_S0019,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Call a function using Particle. Call Particle Function at a set time. Call Particle Function at a set time"
T034_S0020,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights on using LIFX. Every day at a specific time, turn lights on. Just select your time, bulb(s), duration, colour and brightnessThen you're good to go."
T034_S0021,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights off using LIFX. If every day at 11:00 PM, then turn the Lifx lights off. This is Has full time & fade customisation & works exceptional well."
T034_S0022,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights off using LIFX. My lights off. Light off at 11 pm"
T034_S0023,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights on using LIFX. Lifx bulbs every morning. The bulbs will turn on at a certain time :D"
T034_S0024,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights on using LIFX. Lights turn on as a alarm. Lights gently get brighter as a alarm."
T034_S0025,34_turn alarm_automatically activate_applet set_set time,"When Every day of the week at from Date & Time, do Turn lights on using LIFX. Morning Wakeup. Early morning wake up"
T034_S0026,34_turn alarm_automatically activate_applet set_set time,"When Every day of the week at from Date & Time, do Turn lights on using LIFX. Fade on lights weekdays at 7:00. Isn't this self-explanatory? :D"
T034_S0027,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Change color of lights using LIFX. Energize in the morning. This Applet will set your LIFX lights to a cool temperature, helping jump start your morning, when you turn on your lights."
T034_S0028,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Change color of lights using LIFX. Turn on all lights to 30% yellow at 1 am. Turn on all lights to 30% yellow at 1 am"
T034_S0029,34_turn alarm_automatically activate_applet set_set time,"When Every hour at from Date & Time, do Blink lights using LIFX. Blink lights yellow every hour. Sometimes I need a little reminder how much time has gone by"
T034_S0030,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights off using LIFX. Turn off your lights at 2am. Don't waste electricity! Have your lights automatically turn off at 2am everyday."
T034_S0031,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights off using LIFX. Lights out. Turn off lights automatically"
T034_S0032,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Send a command using openHAB. Turn on the light every morning at 7am.. Easily setup a daily routine - you can decide which time and you can of course send and command to any openHAB item, so you are not restricted to lights only."
T034_S0033,34_turn alarm_automatically activate_applet set_set time,"When Every day of the week at from Date & Time, do Blink lights using LIFX. Blink my LIFX lights to wake me up. LIFX has great Schedules built-in to fade in my lights for a gentle wake-upBut sometimes a gradual fade-in is not enough to wake meThis recipe flashes my lights for one whole minute to make sure I've really wokenI just power the light off via the app or wall switch to stop it flashing if I don't need the whole minute of flashes."
T034_S0034,34_turn alarm_automatically activate_applet set_set time,"When Every day of the week at from Date & Time, do Blink lights using LIFX. Blink Lifx lights at a specific time. My kids don't have a good sense of time (I.e., how much of it has passed), so having a visual indicator is way to let them know that some planned event is about to begin."
T034_S0035,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights on using LIFX. ON Version - Turn LIFX into nightlight / hall light / low visible bathroom light / etc.. Find ""OFF Version"" for secondary triggerAlready pre-set the time, fade, color, brightness, etcchange accordingly to your preference."
T034_S0036,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights off using LIFX. Fade all lights out at 11pm every night.. Fade all house lights out at 11pm each night"
T034_S0037,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights off using LIFX. OFF Version of LIFX nightlight / hall light / low visible bathroom light / etc.. The off version of this Applet, allows per say, a bathroom low visible light (i.ein the case you wake up in middle of the night and use the restroom, it does not blind you, but you can still use the restroom) to turn off at lets say 6AM when it is no longer neededChange times as needed."
T034_S0038,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Call a function using Particle. Turn off Christmas tree every day at 2:00 AM. Turn off Christmas tree every day at 2:00 AM using a Particle Internet Button and a 433 MHz transmitter"
T034_S0039,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Toggle lights on/off using LIFX. Turn on with alarm at 40% brightness. Set time and brightness"
T034_S0040,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights on using LIFX. Lights turn on as a alarm. Lights gently get brighter as a alarm."
T034_S0041,34_turn alarm_automatically activate_applet set_set time,"When Every year on from Date & Time, do Change color of lights using LIFX. State of Origin Game 2 - NSW Blues. For all the NSW Blues Fans with LIFX globesCarn the Blues! (just remember to delete/turn off after match or your lights will mysteriously turn blue each year on the 22/6)"
T034_S0042,34_turn alarm_automatically activate_applet set_set time,"When Every day at from Date & Time, do Turn lights off using LIFX. Turn off LIFX lights at a chosen time every day.. Select the time you want your LIFX lights to turn off."
